kode_provinsi,nama_provinsi,tahun,tingkat_pendidikan,persen_angka_partisipasi_murni
31,"Prov. DKI Jakarta",2012,"SD/MI/Paket/A",90.14
31,"Prov. DKI Jakarta",2012,"SM/SMK/MA/Paket/C",53.61
31,"Prov. DKI Jakarta",2012,"SMP/Mts/Paket/B",70.4
32,"Prov. Jawa Barat",2003,"SD/MI",92.45
32,"Prov. Jawa Barat",2003,"SM/MA",34.65
32,"Prov. Jawa Barat",2003,"SMP/Mts",61.02
32,"Prov. Jawa Barat",2004,"SD/MI",93.41
32,"Prov. Jawa Barat",2004,"SM/MA",37.18
32,"Prov. Jawa Barat",2004,"SMP/Mts",61.74
32,"Prov. Jawa Barat",2005,"SD/MI",91.86
32,"Prov. Jawa Barat",2005,"SM/MA",36.89
32,"Prov. Jawa Barat",2005,"SMP/Mts",59.99
32,"Prov. Jawa Barat",2006,"SD/MI",94.21
32,"Prov. Jawa Barat",2006,"SM/MA",37.84
32,"Prov. Jawa Barat",2006,"SMP/Mts",62.13
32,"Prov. Jawa Barat",2007,"SD/MI/Paket/A",94.17
32,"Prov. Jawa Barat",2007,"SM/SMK/MA/Paket/C",38.29
32,"Prov. Jawa Barat",2007,"SMP/Mts/Paket/B",67.27
32,"Prov. Jawa Barat",2008,"SD/MI/Paket/A",94.19
32,"Prov. Jawa Barat",2008,"SM/SMK/MA/Paket/C",38.31
32,"Prov. Jawa Barat",2008,"SMP/Mts/Paket/B",68.2
32,"Prov. Jawa Barat",2009,"SD/MI/Paket/A",94.56
32,"Prov. Jawa Barat",2009,"SM/SMK/MA/Paket/C",38.59
32,"Prov. Jawa Barat",2009,"SMP/Mts/Paket/B",67.91
32,"Prov. Jawa Barat",2010,"SD/MI/Paket/A",95.02
32,"Prov. Jawa Barat",2010,"SM/SMK/MA/Paket/C",38.84
32,"Prov. Jawa Barat",2010,"SMP/Mts/Paket/B",68.43
32,"Prov. Jawa Barat",2011,"SD/MI/Paket/A",92.26
32,"Prov. Jawa Barat",2011,"SM/SMK/MA/Paket/C",42.5
32,"Prov. Jawa Barat",2011,"SMP/Mts/Paket/B",69.57
32,"Prov. Jawa Barat",2012,"SD/MI/Paket/A",93.45
32,"Prov. Jawa Barat",2012,"SM/SMK/MA/Paket/C",50.61
32,"Prov. Jawa Barat",2012,"SMP/Mts/Paket/B",73.28
33,"Prov. Jawa Tengah",2003,"SD/MI",93.7
33,"Prov. Jawa Tengah",2003,"SM/MA",38.29
33,"Prov. Jawa Tengah",2003,"SMP/Mts",66.61
33,"Prov. Jawa Tengah",2004,"SD/MI",93.32
33,"Prov. Jawa Tengah",2004,"SM/MA",41.67
33,"Prov. Jawa Tengah",2004,"SMP/Mts",67.82
33,"Prov. Jawa Tengah",2005,"SD/MI",94.47
33,"Prov. Jawa Tengah",2005,"SM/MA",43.3
33,"Prov. Jawa Tengah",2005,"SMP/Mts",69.99
33,"Prov. Jawa Tengah",2006,"SD/MI",94.05
33,"Prov. Jawa Tengah",2006,"SM/MA",42.36
33,"Prov. Jawa Tengah",2006,"SMP/Mts",67.67
33,"Prov. Jawa Tengah",2007,"SD/MI/Paket/A",94.78
33,"Prov. Jawa Tengah",2007,"SM/SMK/MA/Paket/C",44.11
33,"Prov. Jawa Tengah",2007,"SMP/Mts/Paket/B",69.19
33,"Prov. Jawa Tengah",2008,"SD/MI/Paket/A",95.14
33,"Prov. Jawa Tengah",2008,"SM/SMK/MA/Paket/C",44.39
33,"Prov. Jawa Tengah",2008,"SMP/Mts/Paket/B",69.68
33,"Prov. Jawa Tengah",2009,"SD/MI/Paket/A",95.63
33,"Prov. Jawa Tengah",2009,"SM/SMK/MA/Paket/C",44.53
33,"Prov. Jawa Tengah",2009,"SMP/Mts/Paket/B",69.67
33,"Prov. Jawa Tengah",2010,"SD/MI/Paket/A",95.93
33,"Prov. Jawa Tengah",2010,"SM/SMK/MA/Paket/C",45000
33,"Prov. Jawa Tengah",2010,"SMP/Mts/Paket/B",69.92
33,"Prov. Jawa Tengah",2011,"SD/MI/Paket/A",90.19
33,"Prov. Jawa Tengah",2011,"SM/SMK/MA/Paket/C",47.34
33,"Prov. Jawa Tengah",2011,"SMP/Mts/Paket/B",69.77
33,"Prov. Jawa Tengah",2012,"SD/MI/Paket/A",92000
33,"Prov. Jawa Tengah",2012,"SM/SMK/MA/Paket/C",50.98
33,"Prov. Jawa Tengah",2012,"SMP/Mts/Paket/B",72.51
34,"Prov. D I Yogyakarta",2003,"SD/MI",91.98
34,"Prov. D I Yogyakarta",2003,"SM/MA",59.77
34,"Prov. D I Yogyakarta",2003,"SMP/Mts",79.06
34,"Prov. D I Yogyakarta",2004,"SD/MI",92.55
34,"Prov. D I Yogyakarta",2004,"SM/MA",61.51
34,"Prov. D I Yogyakarta",2004,"SMP/Mts",77.37
34,"Prov. D I Yogyakarta",2005,"SD/MI",95.46
34,"Prov. D I Yogyakarta",2005,"SM/MA",62.45
34,"Prov. D I Yogyakarta",2005,"SMP/Mts",83.27
34,"Prov. D I Yogyakarta",2006,"SD/MI",94.38
34,"Prov. D I Yogyakarta",2006,"SM/MA",55.85
34,"Prov. D I Yogyakarta",2006,"SMP/Mts",72.3
34,"Prov. D I Yogyakarta",2007,"SD/MI/Paket/A",93.53
34,"Prov. D I Yogyakarta",2007,"SM/SMK/MA/Paket/C",57.88
34,"Prov. D I Yogyakarta",2007,"SMP/Mts/Paket/B",74.94
34,"Prov. D I Yogyakarta",2008,"SD/MI/Paket/A",94.32
34,"Prov. D I Yogyakarta",2008,"SM/SMK/MA/Paket/C",58.96
34,"Prov. D I Yogyakarta",2008,"SMP/Mts/Paket/B",75.31
34,"Prov. D I Yogyakarta",2009,"SD/MI/Paket/A",94.38
34,"Prov. D I Yogyakarta",2009,"SM/SMK/MA/Paket/C",58.69
34,"Prov. D I Yogyakarta",2009,"SMP/Mts/Paket/B",75.34
34,"Prov. D I Yogyakarta",2010,"SD/MI/Paket/A",94.76
34,"Prov. D I Yogyakarta",2010,"SM/SMK/MA/Paket/C",59.35
34,"Prov. D I Yogyakarta",2010,"SMP/Mts/Paket/B",75.55
34,"Prov. D I Yogyakarta",2011,"SD/MI/Paket/A",91.98
34,"Prov. D I Yogyakarta",2011,"SM/SMK/MA/Paket/C",59.68
34,"Prov. D I Yogyakarta",2011,"SMP/Mts/Paket/B",69.15
34,"Prov. D I Yogyakarta",2012,"SD/MI/Paket/A",96.03
34,"Prov. D I Yogyakarta",2012,"SM/SMK/MA/Paket/C",64.02
34,"Prov. D I Yogyakarta",2012,"SMP/Mts/Paket/B",72.64
35,"Prov. Jawa Timur",2003,"SD/MI",93.48
35,"Prov. Jawa Timur",2003,"SM/MA",40.83
35,"Prov. Jawa Timur",2003,"SMP/Mts",64.47
35,"Prov. Jawa Timur",2004,"SD/MI",93.71
35,"Prov. Jawa Timur",2004,"SM/MA",41.94
35,"Prov. Jawa Timur",2004,"SMP/Mts",67.1
35,"Prov. Jawa Timur",2005,"SD/MI",94.91
35,"Prov. Jawa Timur",2005,"SM/MA",44.86
35,"Prov. Jawa Timur",2005,"SMP/Mts",68.85
35,"Prov. Jawa Timur",2006,"SD/MI",94.2
35,"Prov. Jawa Timur",2006,"SM/MA",46.35
35,"Prov. Jawa Timur",2006,"SMP/Mts",70.28
35,"Prov. Jawa Timur",2007,"SD/MI/Paket/A",94.5
35,"Prov. Jawa Timur",2007,"SM/SMK/MA/Paket/C",47.97
35,"Prov. Jawa Timur",2007,"SMP/Mts/Paket/B",69.21
35,"Prov. Jawa Timur",2008,"SD/MI/Paket/A",94.57
35,"Prov. Jawa Timur",2008,"SM/SMK/MA/Paket/C",47.93
35,"Prov. Jawa Timur",2008,"SMP/Mts/Paket/B",69.55
35,"Prov. Jawa Timur",2009,"SD/MI/Paket/A",95.27
35,"Prov. Jawa Timur",2009,"SM/SMK/MA/Paket/C",48.26
35,"Prov. Jawa Timur",2009,"SMP/Mts/Paket/B",69.9
35,"Prov. Jawa Timur",2010,"SD/MI/Paket/A",95.63
35,"Prov. Jawa Timur",2010,"SM/SMK/MA/Paket/C",48.6
35,"Prov. Jawa Timur",2010,"SMP/Mts/Paket/B",70.17
35,"Prov. Jawa Timur",2011,"SD/MI/Paket/A",91.88
35,"Prov. Jawa Timur",2011,"SM/SMK/MA/Paket/C",49.32
35,"Prov. Jawa Timur",2011,"SMP/Mts/Paket/B",71.77
35,"Prov. Jawa Timur",2012,"SD/MI/Paket/A",92.92
35,"Prov. Jawa Timur",2012,"SM/SMK/MA/Paket/C",52.12
35,"Prov. Jawa Timur",2012,"SMP/Mts/Paket/B",74.52
36,"Prov. Banten",2003,"SD/MI",93.77
36,"Prov. Banten",2003,"SM/MA",36.41
36,"Prov. Banten",2003,"SMP/Mts",62.28
36,"Prov. Banten",2004,"SD/MI",94.12
36,"Prov. Banten",2004,"SM/MA",39.68
36,"Prov. Banten",2004,"SMP/Mts",63.75
36,"Prov. Banten",2005,"SD/MI",93.24
36,"Prov. Banten",2005,"SM/MA",44.37
36,"Prov. Banten",2005,"SMP/Mts",61.19
36,"Prov. Banten",2006,"SD/MI",94.83
36,"Prov. Banten",2006,"SM/MA",41.44
36,"Prov. Banten",2006,"SMP/Mts",66.56
36,"Prov. Banten",2007,"SD/MI/Paket/A",93.03
36,"Prov. Banten",2007,"SM/SMK/MA/Paket/C",38.97
36,"Prov. Banten",2007,"SMP/Mts/Paket/B",58.96
36,"Prov. Banten",2008,"SD/MI/Paket/A",93.39
36,"Prov. Banten",2008,"SM/SMK/MA/Paket/C",38.83
36,"Prov. Banten",2008,"SMP/Mts/Paket/B",59.5
36,"Prov. Banten",2009,"SD/MI/Paket/A",94.07
36,"Prov. Banten",2009,"SM/SMK/MA/Paket/C",38.77
36,"Prov. Banten",2009,"SMP/Mts/Paket/B",59.69
36,"Prov. Banten",2010,"SD/MI/Paket/A",94.73
36,"Prov. Banten",2010,"SM/SMK/MA/Paket/C",39.61
36,"Prov. Banten",2010,"SMP/Mts/Paket/B",60.32
36,"Prov. Banten",2011,"SD/MI/Paket/A",92.18
36,"Prov. Banten",2011,"SM/SMK/MA/Paket/C",46.17
36,"Prov. Banten",2011,"SMP/Mts/Paket/B",71.12
36,"Prov. Banten",2012,"SD/MI/Paket/A",93.61
36,"Prov. Banten",2012,"SM/SMK/MA/Paket/C",51.86
36,"Prov. Banten",2012,"SMP/Mts/Paket/B",73.8
51,"Prov. Bali",2003,"SD/MI",91.58
51,"Prov. Bali",2003,"SM/MA",53.36
51,"Prov. Bali",2003,"SMP/Mts",68.63
51,"Prov. Bali",2004,"SD/MI",93.48
51,"Prov. Bali",2004,"SM/MA",54.11
51,"Prov. Bali",2004,"SMP/Mts",69.37
51,"Prov. Bali",2005,"SD/MI",93.26
51,"Prov. Bali",2005,"SM/MA",53.04
51,"Prov. Bali",2005,"SMP/Mts",70.03
51,"Prov. Bali",2006,"SD/MI",93.33
51,"Prov. Bali",2006,"SM/MA",53.54
51,"Prov. Bali",2006,"SMP/Mts",70.15
51,"Prov. Bali",2007,"SD/MI/Paket/A",94.49
51,"Prov. Bali",2007,"SM/SMK/MA/Paket/C",55.81
51,"Prov. Bali",2007,"SMP/Mts/Paket/B",66.69
51,"Prov. Bali",2008,"SD/MI/Paket/A",94.93
51,"Prov. Bali",2008,"SM/SMK/MA/Paket/C",55.65
51,"Prov. Bali",2008,"SMP/Mts/Paket/B",67.34
51,"Prov. Bali",2009,"SD/MI/Paket/A",94.99
51,"Prov. Bali",2009,"SM/SMK/MA/Paket/C",56.48
51,"Prov. Bali",2009,"SMP/Mts/Paket/B",67.38
51,"Prov. Bali",2010,"SD/MI/Paket/A",95.53
51,"Prov. Bali",2010,"SM/SMK/MA/Paket/C",57.14
51,"Prov. Bali",2010,"SMP/Mts/Paket/B",67.83
51,"Prov. Bali",2011,"SD/MI/Paket/A",90.39
51,"Prov. Bali",2011,"SM/SMK/MA/Paket/C",60.54
51,"Prov. Bali",2011,"SMP/Mts/Paket/B",69.16
51,"Prov. Bali",2012,"SD/MI/Paket/A",91.06
51,"Prov. Bali",2012,"SM/SMK/MA/Paket/C",63.28
51,"Prov. Bali",2012,"SMP/Mts/Paket/B",75.07
52,"Prov. Nusa Tenggara Barat",2003,"SD/MI",92.48
52,"Prov. Nusa Tenggara Barat",2003,"SM/MA",33.45
52,"Prov. Nusa Tenggara Barat",2003,"SMP/Mts",57.19
52,"Prov. Nusa Tenggara Barat",2004,"SD/MI",92.42
52,"Prov. Nusa Tenggara Barat",2004,"SM/MA",38.63
52,"Prov. Nusa Tenggara Barat",2004,"SMP/Mts",61.7
52,"Prov. Nusa Tenggara Barat",2005,"SD/MI",92.99
52,"Prov. Nusa Tenggara Barat",2005,"SM/MA",41.25
52,"Prov. Nusa Tenggara Barat",2005,"SMP/Mts",67.53
52,"Prov. Nusa Tenggara Barat",2006,"SD/MI",94.5
52,"Prov. Nusa Tenggara Barat",2006,"SM/MA",43.58
52,"Prov. Nusa Tenggara Barat",2006,"SMP/Mts",69.62
52,"Prov. Nusa Tenggara Barat",2007,"SD/MI/Paket/A",94.2
52,"Prov. Nusa Tenggara Barat",2007,"SM/SMK/MA/Paket/C",48.26
52,"Prov. Nusa Tenggara Barat",2007,"SMP/Mts/Paket/B",70.79
52,"Prov. Nusa Tenggara Barat",2008,"SD/MI/Paket/A",94.2
52,"Prov. Nusa Tenggara Barat",2008,"SM/SMK/MA/Paket/C",48.38
52,"Prov. Nusa Tenggara Barat",2008,"SMP/Mts/Paket/B",71.44
52,"Prov. Nusa Tenggara Barat",2009,"SD/MI/Paket/A",94.75
52,"Prov. Nusa Tenggara Barat",2009,"SM/SMK/MA/Paket/C",48.51
52,"Prov. Nusa Tenggara Barat",2009,"SMP/Mts/Paket/B",71.32
52,"Prov. Nusa Tenggara Barat",2010,"SD/MI/Paket/A",95.16
52,"Prov. Nusa Tenggara Barat",2010,"SM/SMK/MA/Paket/C",49.35
52,"Prov. Nusa Tenggara Barat",2010,"SMP/Mts/Paket/B",71.73
52,"Prov. Nusa Tenggara Barat",2011,"SD/MI/Paket/A",92.69
52,"Prov. Nusa Tenggara Barat",2011,"SM/SMK/MA/Paket/C",53.93
52,"Prov. Nusa Tenggara Barat",2011,"SMP/Mts/Paket/B",76.7
52,"Prov. Nusa Tenggara Barat",2012,"SD/MI/Paket/A",93.56
52,"Prov. Nusa Tenggara Barat",2012,"SM/SMK/MA/Paket/C",53.31
52,"Prov. Nusa Tenggara Barat",2012,"SMP/Mts/Paket/B",77.81
53,"Prov. Nusa Tenggara Timur",2003,"SD/MI",88.27
53,"Prov. Nusa Tenggara Timur",2003,"SM/MA",23.57
53,"Prov. Nusa Tenggara Timur",2003,"SMP/Mts",39.1
53,"Prov. Nusa Tenggara Timur",2004,"SD/MI",90.79
53,"Prov. Nusa Tenggara Timur",2004,"SM/MA",28.27
53,"Prov. Nusa Tenggara Timur",2004,"SMP/Mts",43.26
53,"Prov. Nusa Tenggara Timur",2005,"SD/MI",92000
53,"Prov. Nusa Tenggara Timur",2005,"SM/MA",27.77
53,"Prov. Nusa Tenggara Timur",2005,"SMP/Mts",43000
53,"Prov. Nusa Tenggara Timur",2006,"SD/MI",91.58
53,"Prov. Nusa Tenggara Timur",2006,"SM/MA",30.97
53,"Prov. Nusa Tenggara Timur",2006,"SMP/Mts",47.23
53,"Prov. Nusa Tenggara Timur",2007,"SD/MI/Paket/A",91.61
53,"Prov. Nusa Tenggara Timur",2007,"SM/SMK/MA/Paket/C",33.75
53,"Prov. Nusa Tenggara Timur",2007,"SMP/Mts/Paket/B",49.75
53,"Prov. Nusa Tenggara Timur",2008,"SD/MI/Paket/A",91.72
53,"Prov. Nusa Tenggara Timur",2008,"SM/SMK/MA/Paket/C",34.67
53,"Prov. Nusa Tenggara Timur",2008,"SMP/Mts/Paket/B",49.87
53,"Prov. Nusa Tenggara Timur",2009,"SD/MI/Paket/A",92.46
53,"Prov. Nusa Tenggara Timur",2009,"SM/SMK/MA/Paket/C",34.15
53,"Prov. Nusa Tenggara Timur",2009,"SMP/Mts/Paket/B",50.21
53,"Prov. Nusa Tenggara Timur",2010,"SD/MI/Paket/A",93.03
53,"Prov. Nusa Tenggara Timur",2010,"SM/SMK/MA/Paket/C",34.93
53,"Prov. Nusa Tenggara Timur",2010,"SMP/Mts/Paket/B",51.03
53,"Prov. Nusa Tenggara Timur",2011,"SD/MI/Paket/A",92.13
53,"Prov. Nusa Tenggara Timur",2011,"SM/SMK/MA/Paket/C",40.84
53,"Prov. Nusa Tenggara Timur",2011,"SMP/Mts/Paket/B",56.74
53,"Prov. Nusa Tenggara Timur",2012,"SD/MI/Paket/A",92.28
53,"Prov. Nusa Tenggara Timur",2012,"SM/SMK/MA/Paket/C",38.37
53,"Prov. Nusa Tenggara Timur",2012,"SMP/Mts/Paket/B",55.89
61,"Prov. Kalimantan Barat",2003,"SD/MI",88.89
61,"Prov. Kalimantan Barat",2003,"SM/MA",29.11
61,"Prov. Kalimantan Barat",2003,"SMP/Mts",50.88
61,"Prov. Kalimantan Barat",2004,"SD/MI",93.11
61,"Prov. Kalimantan Barat",2004,"SM/MA",31.51
61,"Prov. Kalimantan Barat",2004,"SMP/Mts",53.28
61,"Prov. Kalimantan Barat",2005,"SD/MI",92.49
61,"Prov. Kalimantan Barat",2005,"SM/MA",32.25
61,"Prov. Kalimantan Barat",2005,"SMP/Mts",53.31
61,"Prov. Kalimantan Barat",2006,"SD/MI",93.82
61,"Prov. Kalimantan Barat",2006,"SM/MA",34.77
61,"Prov. Kalimantan Barat",2006,"SMP/Mts",60.92
61,"Prov. Kalimantan Barat",2007,"SD/MI/Paket/A",93.48
61,"Prov. Kalimantan Barat",2007,"SM/SMK/MA/Paket/C",36.16
61,"Prov. Kalimantan Barat",2007,"SMP/Mts/Paket/B",54.77
61,"Prov. Kalimantan Barat",2008,"SD/MI/Paket/A",93.96
61,"Prov. Kalimantan Barat",2008,"SM/SMK/MA/Paket/C",36.65
61,"Prov. Kalimantan Barat",2008,"SMP/Mts/Paket/B",55.55
61,"Prov. Kalimantan Barat",2009,"SD/MI/Paket/A",93.96
61,"Prov. Kalimantan Barat",2009,"SM/SMK/MA/Paket/C",36.4
61,"Prov. Kalimantan Barat",2009,"SMP/Mts/Paket/B",55.45
61,"Prov. Kalimantan Barat",2010,"SD/MI/Paket/A",94.76
61,"Prov. Kalimantan Barat",2010,"SM/SMK/MA/Paket/C",36.83
61,"Prov. Kalimantan Barat",2010,"SMP/Mts/Paket/B",56.06
61,"Prov. Kalimantan Barat",2011,"SD/MI/Paket/A",92.18
61,"Prov. Kalimantan Barat",2011,"SM/SMK/MA/Paket/C",36.28
61,"Prov. Kalimantan Barat",2011,"SMP/Mts/Paket/B",58.75
61,"Prov. Kalimantan Barat",2012,"SD/MI/Paket/A",92.96
61,"Prov. Kalimantan Barat",2012,"SM/SMK/MA/Paket/C",36.82
61,"Prov. Kalimantan Barat",2012,"SMP/Mts/Paket/B",59.3
62,"Prov. Kalimantan Tengah",2003,"SD/MI",94.75
62,"Prov. Kalimantan Tengah",2003,"SM/MA",37.23
62,"Prov. Kalimantan Tengah",2003,"SMP/Mts",58.64
62,"Prov. Kalimantan Tengah",2004,"SD/MI",95.1
62,"Prov. Kalimantan Tengah",2004,"SM/MA",38.82
62,"Prov. Kalimantan Tengah",2004,"SMP/Mts",65.15
62,"Prov. Kalimantan Tengah",2005,"SD/MI",95.14
62,"Prov. Kalimantan Tengah",2005,"SM/MA",39.49
62,"Prov. Kalimantan Tengah",2005,"SMP/Mts",71.49
62,"Prov. Kalimantan Tengah",2006,"SD/MI",95.97
62,"Prov. Kalimantan Tengah",2006,"SM/MA",42.66
62,"Prov. Kalimantan Tengah",2006,"SMP/Mts",67.69
62,"Prov. Kalimantan Tengah",2007,"SD/MI/Paket/A",95.48
62,"Prov. Kalimantan Tengah",2007,"SM/SMK/MA/Paket/C",39.28
62,"Prov. Kalimantan Tengah",2007,"SMP/Mts/Paket/B",60.12
62,"Prov. Kalimantan Tengah",2008,"SD/MI/Paket/A",95.71
62,"Prov. Kalimantan Tengah",2008,"SM/SMK/MA/Paket/C",39.13
62,"Prov. Kalimantan Tengah",2008,"SMP/Mts/Paket/B",60.46
62,"Prov. Kalimantan Tengah",2009,"SD/MI/Paket/A",96.14
62,"Prov. Kalimantan Tengah",2009,"SM/SMK/MA/Paket/C",39.27
62,"Prov. Kalimantan Tengah",2009,"SMP/Mts/Paket/B",60.59
62,"Prov. Kalimantan Tengah",2010,"SD/MI/Paket/A",96.63
62,"Prov. Kalimantan Tengah",2010,"SM/SMK/MA/Paket/C",39.62
62,"Prov. Kalimantan Tengah",2010,"SMP/Mts/Paket/B",61.3
62,"Prov. Kalimantan Tengah",2011,"SD/MI/Paket/A",92.25
62,"Prov. Kalimantan Tengah",2011,"SM/SMK/MA/Paket/C",43.93
62,"Prov. Kalimantan Tengah",2011,"SMP/Mts/Paket/B",66.35
62,"Prov. Kalimantan Tengah",2012,"SD/MI/Paket/A",96.01
62,"Prov. Kalimantan Tengah",2012,"SM/SMK/MA/Paket/C",42.39
62,"Prov. Kalimantan Tengah",2012,"SMP/Mts/Paket/B",64.65
63,"Prov. Kalimantan Selatan",2003,"SD/MI",92.46
63,"Prov. Kalimantan Selatan",2003,"SM/MA",30.53
63,"Prov. Kalimantan Selatan",2003,"SMP/Mts",56.33
63,"Prov. Kalimantan Selatan",2004,"SD/MI",93.19
63,"Prov. Kalimantan Selatan",2004,"SM/MA",35.57
63,"Prov. Kalimantan Selatan",2004,"SMP/Mts",59.27
63,"Prov. Kalimantan Selatan",2005,"SD/MI",95.24
63,"Prov. Kalimantan Selatan",2005,"SM/MA",33.54
63,"Prov. Kalimantan Selatan",2005,"SMP/Mts",56.89
63,"Prov. Kalimantan Selatan",2006,"SD/MI",93.28
63,"Prov. Kalimantan Selatan",2006,"SM/MA",37.23
63,"Prov. Kalimantan Selatan",2006,"SMP/Mts",62.12
63,"Prov. Kalimantan Selatan",2007,"SD/MI/Paket/A",94000
63,"Prov. Kalimantan Selatan",2007,"SM/SMK/MA/Paket/C",35.73
63,"Prov. Kalimantan Selatan",2007,"SMP/Mts/Paket/B",59.65
63,"Prov. Kalimantan Selatan",2008,"SD/MI/Paket/A",94.17
63,"Prov. Kalimantan Selatan",2008,"SM/SMK/MA/Paket/C",35.78
63,"Prov. Kalimantan Selatan",2008,"SMP/Mts/Paket/B",60.56
63,"Prov. Kalimantan Selatan",2009,"SD/MI/Paket/A",94.49
63,"Prov. Kalimantan Selatan",2009,"SM/SMK/MA/Paket/C",35.71
63,"Prov. Kalimantan Selatan",2009,"SMP/Mts/Paket/B",60.56
63,"Prov. Kalimantan Selatan",2010,"SD/MI/Paket/A",95000
63,"Prov. Kalimantan Selatan",2010,"SM/SMK/MA/Paket/C",36.24
63,"Prov. Kalimantan Selatan",2010,"SMP/Mts/Paket/B",60.9
63,"Prov. Kalimantan Selatan",2011,"SD/MI/Paket/A",92.01
