kode_provinsi,nama_provinsi,tahun,tingkat_pendidikan,persen_angka_partisipasi_murni
63,"Prov. Kalimantan Selatan",2011,"SM/SMK/MA/Paket/C",43.01
63,"Prov. Kalimantan Selatan",2011,"SMP/Mts/Paket/B",65.79
63,"Prov. Kalimantan Selatan",2012,"SD/MI/Paket/A",93.04
63,"Prov. Kalimantan Selatan",2012,"SM/SMK/MA/Paket/C",48.9
63,"Prov. Kalimantan Selatan",2012,"SMP/Mts/Paket/B",66.61
64,"Prov. Kalimantan Timur",2003,"SD/MI",91.33
64,"Prov. Kalimantan Timur",2003,"SM/MA",49.83
64,"Prov. Kalimantan Timur",2003,"SMP/Mts",67.98
64,"Prov. Kalimantan Timur",2004,"SD/MI",92.87
64,"Prov. Kalimantan Timur",2004,"SM/MA",52.42
64,"Prov. Kalimantan Timur",2004,"SMP/Mts",70.2
64,"Prov. Kalimantan Timur",2005,"SD/MI",92.62
64,"Prov. Kalimantan Timur",2005,"SM/MA",49.08
64,"Prov. Kalimantan Timur",2005,"SMP/Mts",69.8
64,"Prov. Kalimantan Timur",2006,"SD/MI",92.86
64,"Prov. Kalimantan Timur",2006,"SM/MA",50.41
64,"Prov. Kalimantan Timur",2006,"SMP/Mts",64000
64,"Prov. Kalimantan Timur",2007,"SD/MI/Paket/A",93.34
64,"Prov. Kalimantan Timur",2007,"SM/SMK/MA/Paket/C",52.88
64,"Prov. Kalimantan Timur",2007,"SMP/Mts/Paket/B",71.24
64,"Prov. Kalimantan Timur",2008,"SD/MI/Paket/A",93.59
64,"Prov. Kalimantan Timur",2008,"SM/SMK/MA/Paket/C",53.19
64,"Prov. Kalimantan Timur",2008,"SMP/Mts/Paket/B",71.43
64,"Prov. Kalimantan Timur",2009,"SD/MI/Paket/A",93.74
64,"Prov. Kalimantan Timur",2009,"SM/SMK/MA/Paket/C",53.1
64,"Prov. Kalimantan Timur",2009,"SMP/Mts/Paket/B",72.06
64,"Prov. Kalimantan Timur",2010,"SD/MI/Paket/A",94.14
64,"Prov. Kalimantan Timur",2010,"SM/SMK/MA/Paket/C",53.66
64,"Prov. Kalimantan Timur",2010,"SMP/Mts/Paket/B",72.56
64,"Prov. Kalimantan Timur",2011,"SD/MI/Paket/A",92.23
64,"Prov. Kalimantan Timur",2011,"SM/SMK/MA/Paket/C",54.58
64,"Prov. Kalimantan Timur",2011,"SMP/Mts/Paket/B",72.4
64,"Prov. Kalimantan Timur",2012,"SD/MI/Paket/A",94.37
64,"Prov. Kalimantan Timur",2012,"SM/SMK/MA/Paket/C",59.75
64,"Prov. Kalimantan Timur",2012,"SMP/Mts/Paket/B",74.37
71,"Prov. Sulawesi Utara",2003,"SD/MI",89.18
71,"Prov. Sulawesi Utara",2003,"SM/MA",44.42
71,"Prov. Sulawesi Utara",2003,"SMP/Mts",68.33
71,"Prov. Sulawesi Utara",2004,"SD/MI",88.26
71,"Prov. Sulawesi Utara",2004,"SM/MA",50.71
71,"Prov. Sulawesi Utara",2004,"SMP/Mts",67.87
71,"Prov. Sulawesi Utara",2005,"SD/MI",90.64
71,"Prov. Sulawesi Utara",2005,"SM/MA",50.02
71,"Prov. Sulawesi Utara",2005,"SMP/Mts",65.86
71,"Prov. Sulawesi Utara",2006,"SD/MI",90.4
71,"Prov. Sulawesi Utara",2006,"SM/MA",48.78
71,"Prov. Sulawesi Utara",2006,"SMP/Mts",66.03
71,"Prov. Sulawesi Utara",2007,"SD/MI/Paket/A",90.75
71,"Prov. Sulawesi Utara",2007,"SM/SMK/MA/Paket/C",50.45
71,"Prov. Sulawesi Utara",2007,"SMP/Mts/Paket/B",66.25
71,"Prov. Sulawesi Utara",2008,"SD/MI/Paket/A",91.17
71,"Prov. Sulawesi Utara",2008,"SM/SMK/MA/Paket/C",50.45
71,"Prov. Sulawesi Utara",2008,"SMP/Mts/Paket/B",66.58
71,"Prov. Sulawesi Utara",2009,"SD/MI/Paket/A",91.9
71,"Prov. Sulawesi Utara",2009,"SM/SMK/MA/Paket/C",50.46
71,"Prov. Sulawesi Utara",2009,"SMP/Mts/Paket/B",66.69
71,"Prov. Sulawesi Utara",2010,"SD/MI/Paket/A",92.25
71,"Prov. Sulawesi Utara",2010,"SM/SMK/MA/Paket/C",50.7
71,"Prov. Sulawesi Utara",2010,"SMP/Mts/Paket/B",67.07
71,"Prov. Sulawesi Utara",2011,"SD/MI/Paket/A",85.91
71,"Prov. Sulawesi Utara",2011,"SM/SMK/MA/Paket/C",50.55
71,"Prov. Sulawesi Utara",2011,"SMP/Mts/Paket/B",61.22
71,"Prov. Sulawesi Utara",2012,"SD/MI/Paket/A",88.01
71,"Prov. Sulawesi Utara",2012,"SM/SMK/MA/Paket/C",51.4
71,"Prov. Sulawesi Utara",2012,"SMP/Mts/Paket/B",62.27
72,"Prov. Sulawesi Tengah",2003,"SD/MI",90.85
72,"Prov. Sulawesi Tengah",2003,"SM/MA",33.25
72,"Prov. Sulawesi Tengah",2003,"SMP/Mts",54.68
72,"Prov. Sulawesi Tengah",2004,"SD/MI",91.44
72,"Prov. Sulawesi Tengah",2004,"SM/MA",36.33
72,"Prov. Sulawesi Tengah",2004,"SMP/Mts",59.45
72,"Prov. Sulawesi Tengah",2005,"SD/MI",92.1
72,"Prov. Sulawesi Tengah",2005,"SM/MA",35.45
72,"Prov. Sulawesi Tengah",2005,"SMP/Mts",60.89
72,"Prov. Sulawesi Tengah",2006,"SD/MI",92.87
72,"Prov. Sulawesi Tengah",2006,"SM/MA",39.51
72,"Prov. Sulawesi Tengah",2006,"SMP/Mts",62.97
72,"Prov. Sulawesi Tengah",2007,"SD/MI/Paket/A",92.04
72,"Prov. Sulawesi Tengah",2007,"SM/SMK/MA/Paket/C",39.27
72,"Prov. Sulawesi Tengah",2007,"SMP/Mts/Paket/B",59.36
72,"Prov. Sulawesi Tengah",2008,"SD/MI/Paket/A",92.82
72,"Prov. Sulawesi Tengah",2008,"SM/SMK/MA/Paket/C",39.93
72,"Prov. Sulawesi Tengah",2008,"SMP/Mts/Paket/B",59.73
72,"Prov. Sulawesi Tengah",2009,"SD/MI/Paket/A",92.98
72,"Prov. Sulawesi Tengah",2009,"SM/SMK/MA/Paket/C",39.52
72,"Prov. Sulawesi Tengah",2009,"SMP/Mts/Paket/B",60.22
72,"Prov. Sulawesi Tengah",2010,"SD/MI/Paket/A",93.54
72,"Prov. Sulawesi Tengah",2010,"SM/SMK/MA/Paket/C",40.23
72,"Prov. Sulawesi Tengah",2010,"SMP/Mts/Paket/B",60.83
72,"Prov. Sulawesi Tengah",2011,"SD/MI/Paket/A",89.99
72,"Prov. Sulawesi Tengah",2011,"SM/SMK/MA/Paket/C",46.99
72,"Prov. Sulawesi Tengah",2011,"SMP/Mts/Paket/B",61.74
72,"Prov. Sulawesi Tengah",2012,"SD/MI/Paket/A",91.08
72,"Prov. Sulawesi Tengah",2012,"SM/SMK/MA/Paket/C",50.75
72,"Prov. Sulawesi Tengah",2012,"SMP/Mts/Paket/B",60.98
73,"Prov. Sulawesi Selatan",2003,"SD/MI",89.21
73,"Prov. Sulawesi Selatan",2003,"SM/MA",37.18
73,"Prov. Sulawesi Selatan",2003,"SMP/Mts",54.04
73,"Prov. Sulawesi Selatan",2004,"SD/MI",90.64
73,"Prov. Sulawesi Selatan",2004,"SM/MA",38.39
73,"Prov. Sulawesi Selatan",2004,"SMP/Mts",57.41
73,"Prov. Sulawesi Selatan",2005,"SD/MI",92.04
73,"Prov. Sulawesi Selatan",2005,"SM/MA",39.95
73,"Prov. Sulawesi Selatan",2005,"SMP/Mts",59.1
73,"Prov. Sulawesi Selatan",2006,"SD/MI",91.08
73,"Prov. Sulawesi Selatan",2006,"SM/MA",40.86
73,"Prov. Sulawesi Selatan",2006,"SMP/Mts",60.27
73,"Prov. Sulawesi Selatan",2007,"SD/MI/Paket/A",92.19
73,"Prov. Sulawesi Selatan",2007,"SM/SMK/MA/Paket/C",41.91
73,"Prov. Sulawesi Selatan",2007,"SMP/Mts/Paket/B",60.8
73,"Prov. Sulawesi Selatan",2008,"SD/MI/Paket/A",92.17
73,"Prov. Sulawesi Selatan",2008,"SM/SMK/MA/Paket/C",41.99
73,"Prov. Sulawesi Selatan",2008,"SMP/Mts/Paket/B",61.06
73,"Prov. Sulawesi Selatan",2009,"SD/MI/Paket/A",92.27
73,"Prov. Sulawesi Selatan",2009,"SM/SMK/MA/Paket/C",42.03
73,"Prov. Sulawesi Selatan",2009,"SMP/Mts/Paket/B",61.74
73,"Prov. Sulawesi Selatan",2010,"SD/MI/Paket/A",92.86
73,"Prov. Sulawesi Selatan",2010,"SM/SMK/MA/Paket/C",42.75
73,"Prov. Sulawesi Selatan",2010,"SMP/Mts/Paket/B",62.32
73,"Prov. Sulawesi Selatan",2011,"SD/MI/Paket/A",89.48
73,"Prov. Sulawesi Selatan",2011,"SM/SMK/MA/Paket/C",47.89
73,"Prov. Sulawesi Selatan",2011,"SMP/Mts/Paket/B",65.29
73,"Prov. Sulawesi Selatan",2012,"SD/MI/Paket/A",90.61
73,"Prov. Sulawesi Selatan",2012,"SM/SMK/MA/Paket/C",53.6
73,"Prov. Sulawesi Selatan",2012,"SMP/Mts/Paket/B",69.52
74,"Prov. Sulawesi Tenggara",2003,"SD/MI",91.19
74,"Prov. Sulawesi Tenggara",2003,"SM/MA",36.59
74,"Prov. Sulawesi Tenggara",2003,"SMP/Mts",63.39
74,"Prov. Sulawesi Tenggara",2004,"SD/MI",90.18
74,"Prov. Sulawesi Tenggara",2004,"SM/MA",40.17
74,"Prov. Sulawesi Tenggara",2004,"SMP/Mts",64.02
74,"Prov. Sulawesi Tenggara",2005,"SD/MI",92.64
74,"Prov. Sulawesi Tenggara",2005,"SM/MA",44.04
74,"Prov. Sulawesi Tenggara",2005,"SMP/Mts",66.04
74,"Prov. Sulawesi Tenggara",2006,"SD/MI",92.26
74,"Prov. Sulawesi Tenggara",2006,"SM/MA",47.28
74,"Prov. Sulawesi Tenggara",2006,"SMP/Mts",72.42
74,"Prov. Sulawesi Tenggara",2007,"SD/MI/Paket/A",93.64
74,"Prov. Sulawesi Tenggara",2007,"SM/SMK/MA/Paket/C",47.32
74,"Prov. Sulawesi Tenggara",2007,"SMP/Mts/Paket/B",65.89
74,"Prov. Sulawesi Tenggara",2008,"SD/MI/Paket/A",94.24
74,"Prov. Sulawesi Tenggara",2008,"SM/SMK/MA/Paket/C",47.98
74,"Prov. Sulawesi Tenggara",2008,"SMP/Mts/Paket/B",66.41
74,"Prov. Sulawesi Tenggara",2009,"SD/MI/Paket/A",94.71
74,"Prov. Sulawesi Tenggara",2009,"SM/SMK/MA/Paket/C",47.9
74,"Prov. Sulawesi Tenggara",2009,"SMP/Mts/Paket/B",66.45
74,"Prov. Sulawesi Tenggara",2010,"SD/MI/Paket/A",95.06
74,"Prov. Sulawesi Tenggara",2010,"SM/SMK/MA/Paket/C",48.54
74,"Prov. Sulawesi Tenggara",2010,"SMP/Mts/Paket/B",67.14
74,"Prov. Sulawesi Tenggara",2011,"SD/MI/Paket/A",88.8
74,"Prov. Sulawesi Tenggara",2011,"SM/SMK/MA/Paket/C",52.16
74,"Prov. Sulawesi Tenggara",2011,"SMP/Mts/Paket/B",64.31
74,"Prov. Sulawesi Tenggara",2012,"SD/MI/Paket/A",92.37
74,"Prov. Sulawesi Tenggara",2012,"SM/SMK/MA/Paket/C",50.57
74,"Prov. Sulawesi Tenggara",2012,"SMP/Mts/Paket/B",68.43
75,"Prov. Gorontalo",2003,"SD/MI",87.33
75,"Prov. Gorontalo",2003,"SM/MA",24.58
75,"Prov. Gorontalo",2003,"SMP/Mts",47.86
75,"Prov. Gorontalo",2004,"SD/MI",88.85
75,"Prov. Gorontalo",2004,"SM/MA",28.12
75,"Prov. Gorontalo",2004,"SMP/Mts",49.27
75,"Prov. Gorontalo",2005,"SD/MI",88.22
75,"Prov. Gorontalo",2005,"SM/MA",32.44
75,"Prov. Gorontalo",2005,"SMP/Mts",46.3
75,"Prov. Gorontalo",2006,"SD/MI",90.48
75,"Prov. Gorontalo",2006,"SM/MA",34.47
75,"Prov. Gorontalo",2006,"SMP/Mts",52.31
75,"Prov. Gorontalo",2007,"SD/MI/Paket/A",90.18
75,"Prov. Gorontalo",2007,"SM/SMK/MA/Paket/C",37.87
75,"Prov. Gorontalo",2007,"SMP/Mts/Paket/B",53.15
75,"Prov. Gorontalo",2008,"SD/MI/Paket/A",90.52
75,"Prov. Gorontalo",2008,"SM/SMK/MA/Paket/C",38.26
75,"Prov. Gorontalo",2008,"SMP/Mts/Paket/B",52.9
75,"Prov. Gorontalo",2009,"SD/MI/Paket/A",90.4
75,"Prov. Gorontalo",2009,"SM/SMK/MA/Paket/C",38.47
75,"Prov. Gorontalo",2009,"SMP/Mts/Paket/B",53.05
75,"Prov. Gorontalo",2010,"SD/MI/Paket/A",90.81
75,"Prov. Gorontalo",2010,"SM/SMK/MA/Paket/C",39.15
75,"Prov. Gorontalo",2010,"SMP/Mts/Paket/B",53.83
75,"Prov. Gorontalo",2011,"SD/MI/Paket/A",90.04
75,"Prov. Gorontalo",2011,"SM/SMK/MA/Paket/C",44.33
75,"Prov. Gorontalo",2011,"SMP/Mts/Paket/B",59.17
75,"Prov. Gorontalo",2012,"SD/MI/Paket/A",92.21
75,"Prov. Gorontalo",2012,"SM/SMK/MA/Paket/C",44.67
75,"Prov. Gorontalo",2012,"SMP/Mts/Paket/B",59.82
76,"Prov. Sulawesi Barat",2003,"SD/MI",
76,"Prov. Sulawesi Barat",2003,"SM/MA",
76,"Prov. Sulawesi Barat",2003,"SMP/Mts",
76,"Prov. Sulawesi Barat",2004,"SD/MI",
76,"Prov. Sulawesi Barat",2004,"SM/MA",
76,"Prov. Sulawesi Barat",2004,"SMP/Mts",
76,"Prov. Sulawesi Barat",2005,"SD/MI",
76,"Prov. Sulawesi Barat",2005,"SM/MA",
76,"Prov. Sulawesi Barat",2005,"SMP/Mts",
76,"Prov. Sulawesi Barat",2006,"SD/MI",91.67
76,"Prov. Sulawesi Barat",2006,"SM/MA",32.35
76,"Prov. Sulawesi Barat",2006,"SMP/Mts",55.19
76,"Prov. Sulawesi Barat",2007,"SD/MI/Paket/A",92.17
76,"Prov. Sulawesi Barat",2007,"SM/SMK/MA/Paket/C",33.28
76,"Prov. Sulawesi Barat",2007,"SMP/Mts/Paket/B",53.39
76,"Prov. Sulawesi Barat",2008,"SD/MI/Paket/A",92.75
76,"Prov. Sulawesi Barat",2008,"SM/SMK/MA/Paket/C",34.21
76,"Prov. Sulawesi Barat",2008,"SMP/Mts/Paket/B",53.24
76,"Prov. Sulawesi Barat",2009,"SD/MI/Paket/A",92.77
76,"Prov. Sulawesi Barat",2009,"SM/SMK/MA/Paket/C",33.41
76,"Prov. Sulawesi Barat",2009,"SMP/Mts/Paket/B",53.35
76,"Prov. Sulawesi Barat",2010,"SD/MI/Paket/A",93.94
76,"Prov. Sulawesi Barat",2010,"SM/SMK/MA/Paket/C",34.03
76,"Prov. Sulawesi Barat",2010,"SMP/Mts/Paket/B",54.24
76,"Prov. Sulawesi Barat",2011,"SD/MI/Paket/A",89.35
76,"Prov. Sulawesi Barat",2011,"SM/SMK/MA/Paket/C",46.83
76,"Prov. Sulawesi Barat",2011,"SMP/Mts/Paket/B",60.34
76,"Prov. Sulawesi Barat",2012,"SD/MI/Paket/A",91.31
76,"Prov. Sulawesi Barat",2012,"SM/SMK/MA/Paket/C",43.76
76,"Prov. Sulawesi Barat",2012,"SMP/Mts/Paket/B",60.89
81,"Prov. Maluku",2003,"SD/MI",91.03
81,"Prov. Maluku",2003,"SM/MA",43.53
81,"Prov. Maluku",2003,"SMP/Mts",62.59
81,"Prov. Maluku",2004,"SD/MI",90.92
81,"Prov. Maluku",2004,"SM/MA",56.39
81,"Prov. Maluku",2004,"SMP/Mts",68.06
81,"Prov. Maluku",2005,"SD/MI",91.49
81,"Prov. Maluku",2005,"SM/MA",54.37
81,"Prov. Maluku",2005,"SMP/Mts",70.43
81,"Prov. Maluku",2006,"SD/MI",92.24
81,"Prov. Maluku",2006,"SM/MA",55.66
81,"Prov. Maluku",2006,"SMP/Mts",76.86
81,"Prov. Maluku",2007,"SD/MI/Paket/A",93.45
81,"Prov. Maluku",2007,"SM/SMK/MA/Paket/C",59.38
81,"Prov. Maluku",2007,"SMP/Mts/Paket/B",70.08
81,"Prov. Maluku",2008,"SD/MI/Paket/A",93.87
81,"Prov. Maluku",2008,"SM/SMK/MA/Paket/C",59.38
81,"Prov. Maluku",2008,"SMP/Mts/Paket/B",70.58
81,"Prov. Maluku",2009,"SD/MI/Paket/A",94.38
81,"Prov. Maluku",2009,"SM/SMK/MA/Paket/C",59.58
81,"Prov. Maluku",2009,"SMP/Mts/Paket/B",71.48
81,"Prov. Maluku",2010,"SD/MI/Paket/A",95000
81,"Prov. Maluku",2010,"SM/SMK/MA/Paket/C",59.8
81,"Prov. Maluku",2010,"SMP/Mts/Paket/B",71.88
81,"Prov. Maluku",2011,"SD/MI/Paket/A",88000
81,"Prov. Maluku",2011,"SM/SMK/MA/Paket/C",52.64
81,"Prov. Maluku",2011,"SMP/Mts/Paket/B",64.33
81,"Prov. Maluku",2012,"SD/MI/Paket/A",90.21
81,"Prov. Maluku",2012,"SM/SMK/MA/Paket/C",49.79
81,"Prov. Maluku",2012,"SMP/Mts/Paket/B",65.81
82,"Prov. Maluku Utara",2003,"SD/MI",94.06
82,"Prov. Maluku Utara",2003,"SM/MA",38.7
82,"Prov. Maluku Utara",2003,"SMP/Mts",62.15
82,"Prov. Maluku Utara",2004,"SD/MI",93.8
82,"Prov. Maluku Utara",2004,"SM/MA",44.08
82,"Prov. Maluku Utara",2004,"SMP/Mts",64.17
82,"Prov. Maluku Utara",2005,"SD/MI",93.44
82,"Prov. Maluku Utara",2005,"SM/MA",52.65
82,"Prov. Maluku Utara",2005,"SMP/Mts",61000
82,"Prov. Maluku Utara",2006,"SD/MI",93.1
82,"Prov. Maluku Utara",2006,"SM/MA",48.66
82,"Prov. Maluku Utara",2006,"SMP/Mts",65.31
82,"Prov. Maluku Utara",2007,"SD/MI/Paket/A",91.95
82,"Prov. Maluku Utara",2007,"SM/SMK/MA/Paket/C",51.39
82,"Prov. Maluku Utara",2007,"SMP/Mts/Paket/B",64.67
82,"Prov. Maluku Utara",2008,"SD/MI/Paket/A",92.47
82,"Prov. Maluku Utara",2008,"SM/SMK/MA/Paket/C",51.73
82,"Prov. Maluku Utara",2008,"SMP/Mts/Paket/B",65.13
82,"Prov. Maluku Utara",2009,"SD/MI/Paket/A",93.39
82,"Prov. Maluku Utara",2009,"SM/SMK/MA/Paket/C",51.74
82,"Prov. Maluku Utara",2009,"SMP/Mts/Paket/B",65.49
82,"Prov. Maluku Utara",2010,"SD/MI/Paket/A",93.97
82,"Prov. Maluku Utara",2010,"SM/SMK/MA/Paket/C",52.68
82,"Prov. Maluku Utara",2010,"SMP/Mts/Paket/B",66.01
82,"Prov. Maluku Utara",2011,"SD/MI/Paket/A",89.95
82,"Prov. Maluku Utara",2011,"SM/SMK/MA/Paket/C",51.88
82,"Prov. Maluku Utara",2011,"SMP/Mts/Paket/B",65.92
82,"Prov. Maluku Utara",2012,"SD/MI/Paket/A",92.65
82,"Prov. Maluku Utara",2012,"SM/SMK/MA/Paket/C",56.82
82,"Prov. Maluku Utara",2012,"SMP/Mts/Paket/B",64.33
91,"Prov. Papua Barat",2003,"SD/MI",
91,"Prov. Papua Barat",2003,"SM/MA",
91,"Prov. Papua Barat",2003,"SMP/Mts",
91,"Prov. Papua Barat",2004,"SD/MI",
91,"Prov. Papua Barat",2004,"SM/MA",
91,"Prov. Papua Barat",2004,"SMP/Mts",
91,"Prov. Papua Barat",2005,"SD/MI",
91,"Prov. Papua Barat",2005,"SM/MA",
91,"Prov. Papua Barat",2005,"SMP/Mts",
91,"Prov. Papua Barat",2006,"SD/MI",88.16
91,"Prov. Papua Barat",2006,"SM/MA",35.31
91,"Prov. Papua Barat",2006,"SMP/Mts",53.94
91,"Prov. Papua Barat",2007,"SD/MI/Paket/A",90.67
91,"Prov. Papua Barat",2007,"SM/SMK/MA/Paket/C",43.16
91,"Prov. Papua Barat",2007,"SMP/Mts/Paket/B",48.76
91,"Prov. Papua Barat",2008,"SD/MI/Paket/A",90.76
91,"Prov. Papua Barat",2008,"SM/SMK/MA/Paket/C",43.74
91,"Prov. Papua Barat",2008,"SMP/Mts/Paket/B",48.98
91,"Prov. Papua Barat",2009,"SD/MI/Paket/A",91.25
91,"Prov. Papua Barat",2009,"SM/SMK/MA/Paket/C",43.55
91,"Prov. Papua Barat",2009,"SMP/Mts/Paket/B",49.03
91,"Prov. Papua Barat",2010,"SD/MI/Paket/A",92.29
91,"Prov. Papua Barat",2010,"SM/SMK/MA/Paket/C",44.75
91,"Prov. Papua Barat",2010,"SMP/Mts/Paket/B",50.1
91,"Prov. Papua Barat",2011,"SD/MI/Paket/A",88.28
91,"Prov. Papua Barat",2011,"SM/SMK/MA/Paket/C",47.88
91,"Prov. Papua Barat",2011,"SMP/Mts/Paket/B",57.66
91,"Prov. Papua Barat",2012,"SD/MI/Paket/A",88.97
91,"Prov. Papua Barat",2012,"SM/SMK/MA/Paket/C",46.46
91,"Prov. Papua Barat",2012,"SMP/Mts/Paket/B",59.76
94,"Prov. Papua",2003,"SD/MI",83.86
94,"Prov. Papua",2003,"SM/MA",
94,"Prov. Papua",2003,"SMP/Mts",47.81
94,"Prov. Papua",2004,"SD/MI",85.21
94,"Prov. Papua",2004,"SM/MA",30.39
94,"Prov. Papua",2004,"SMP/Mts",47.78
94,"Prov. Papua",2005,"SD/MI",81.05
94,"Prov. Papua",2005,"SM/MA",40.49
94,"Prov. Papua",2005,"SMP/Mts",44.95
94,"Prov. Papua",2006,"SD/MI",78.11
94,"Prov. Papua",2006,"SM/MA",33.36
94,"Prov. Papua",2006,"SMP/Mts",47.36
94,"Prov. Papua",2007,"SD/MI/Paket/A",80.94
94,"Prov. Papua",2007,"SM/SMK/MA/Paket/C",35.78
94,"Prov. Papua",2007,"SMP/Mts/Paket/B",48.69
94,"Prov. Papua",2008,"SD/MI/Paket/A",81.76
94,"Prov. Papua",2008,"SM/SMK/MA/Paket/C",35.79
94,"Prov. Papua",2008,"SMP/Mts/Paket/B",48.95
94,"Prov. Papua",2009,"SD/MI/Paket/A",76.09
94,"Prov. Papua",2009,"SM/SMK/MA/Paket/C",35.77
94,"Prov. Papua",2009,"SMP/Mts/Paket/B",49.08
94,"Prov. Papua",2010,"SD/MI/Paket/A",76.22
94,"Prov. Papua",2010,"SM/SMK/MA/Paket/C",36.06
94,"Prov. Papua",2010,"SMP/Mts/Paket/B",49.62
94,"Prov. Papua",2011,"SD/MI/Paket/A",70.13
94,"Prov. Papua",2011,"SM/SMK/MA/Paket/C",32.45
94,"Prov. Papua",2011,"SMP/Mts/Paket/B",46.03
94,"Prov. Papua",2012,"SD/MI/Paket/A",70.79
94,"Prov. Papua",2012,"SM/SMK/MA/Paket/C",30.05
94,"Prov. Papua",2012,"SMP/Mts/Paket/B",43.38
